Этаж,Общее количество этаже в доме,Количество комнат,Площадь квартиры,Цена,Район,Улица,Номер дома,Метро,Расстояние до метро
6,23,1,22.4,9052698.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
25,25,1,38.2,9020166.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,1208.406147361393
20,25,1,32.3,9089801.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,1208.406147361393
3,11,1,32.8,9046502.0,Крюково,Зеленоград,6.3,Зеленоград — Крюково,1208.406147361393
2,25,1,38.9,9078326.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,1208.406147361393
3,25,1,35.6,9143361.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,1208.406147361393
19,24,1,34.1,9176310.0,Тимирязевский,к3.6,к3.6,Окружная,10339.151627065146
8,9,1,33.0,9200000.0,Бескудниковский,Бескудниковский бульвар,16К4,Верхние Лихоборы,879.1087047175226
5,23,1,29.5,9218379.0,Куркино,Куркинское шоссе,15С3,Химки,3193.712853316351
11,12,1,35.7,9200000.0,Бирюлево Восточное,Липецкая ,8,Царицыно,2443.723723176352
14,23,1,23.5,9293316.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
6,23,1,25.3,9383188.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
21,28,1,40.8,9409377.0,Крюково,Зеленоград,6.6,Зеленоград — Крюково,1208.406147361393
2,25,1,41.7,9378747.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,1208.406147361393
14,23,1,25.2,9509375.0,Куркино,Куркинское шоссе,15С3,Химки,3193.712853316351
10,14,1,34.5,9508200.0,Тимирязевский,к3.5,к3.5,Окружная,10339.151627065146
4,12,1,35.5,9550000.0,Перово, Плющева,14,Перово,1881.4813777220818
26,28,1,42.3,9582726.0,Крюково,Зеленоград,6.6,Зеленоград — Крюково,1208.406147361393
9,14,1,38.7,9650000.0,Люблино,Краснодарская ,74к2,Люблино,1467.1673816406276
9,24,1,43.0,9849000.0,Бирюлево Восточное,Загорьевская ,25,Лебедянская,19779.083925207622
7,23,1,30.6,9817379.0,Куркино,Куркинское шоссе,15С3,Химки,3193.712853316351
23,25,1,43.3,9844601.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,1208.406147361393
2,8,1,30.5,9949000.0,Южное Тушино,Туристская ,5,Сходненская,1138.0757335712035
9,23,1,25.9,9879942.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
24,25,1,42.4,9934065.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,1208.406147361393
9,14,1,35.0,10000000.0,Теплый Стан, Теплый Стан,12К1,Генерала Тюленева,399.0772685483826
8,8,1,31.0,9999000.0,Богородское,Глебовская ,9,Бульвар Рокоссовского,1167.1222872142826
4,9,1,32.6,9950000.0,Отрадное,Северный бульвар,8,Отрадное,807.5441755763604
2,17,1,36.2,9950000.0,Бирюлево Восточное,Загорьевская ,21к1,Царицыно,4644.850022472325
2,25,1,38.41,10049977.0,Люблино,Юго-Восточный ао,к8,Братиславская,2007.084025363193
4,14,1,35.0,10100000.0,Северное Медведково,Широкая ,3К1,Медведково,550.5672603494027
5,25,1,38.04,10067286.0,Люблино,Юго-Восточный ао,к27,Перерва,3330.3860787861245
2,25,1,44.2,10134883.0,Крюково,Зеленоград,6.1,Зеленоград — Крюково,1208.406147361393
16,19,1,31.0,10200000.0,Некрасовка, Вертолетчиков,4к8,Некрасовка,1240.9763617629148
6,28,1,30.6,10159200.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
4,14,1,38.3,10199290.0,Тимирязевский,к3.5,к3.5,Окружная,10339.151627065146
3,24,1,37.5,10222500.0,Тимирязевский,к3.6,к3.6,Окружная,10339.151627065146
10,25,1,38.76,10257834.0,Люблино,Юго-Восточный ао,к26,Перерва,3330.3860787861245
3,25,1,39.01,10323997.0,Люблино,Юго-Восточный ао,к8,Братиславская,2007.084025363193
5,7,1,18.6,10500000.0,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,374.050242587532
8,9,1,39.4,10500000.0,Южное Бутово,проезд Чечерский,64,Бунинская аллея,891.5425037675286
4,5,1,30.2,10500000.0,Измайлово,9-я Парковая ,26К2,Первомайская,103.15939450402156
8,12,1,35.2,10500000.0,Северное Тушино, Героев Панфиловцев,37К3,Сходненская,1702.8978294183005
4,28,1,33.2,10524400.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
8,25,1,36.3,10496388.0,Некрасовка, Липчанского,10,Некрасовка,988.2884785887554
7,28,1,32.4,10497600.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
4,28,1,33.5,10619500.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
2,23,1,28.1,10551289.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
4,30,1,36.8,10627840.0,Черемушки, Наметкина,10Д,Воронцовская,770.080873356815
6,9,1,34.2,10600000.0,Кузьминки, Академика Скрябина,28К1,Рязанский проспект,1394.3232608623866
21,25,1,39.9,10608395.0,Некрасовка, Липчанского,10,Некрасовка,988.2884785887554
14,14,1,42.2,10700000.0,Савёлки,Зеленоград,к313,Зеленоград — Крюково,3395.1155301408344
7,9,1,33.6,10800000.0,Люблино,Краснодарская ,51К4,Люблино,459.609415118174
9,25,1,40.98,10845357.0,Люблино,Юго-Восточный ао,к26,Перерва,3330.3860787861245
3,30,1,38.8,10890384.0,Черемушки, Наметкина,10Д,Воронцовская,770.080873356815
2,30,1,37.5,10837500.0,Черемушки, Наметкина,10Д,Воронцовская,770.080873356815
21,25,1,38.5,10773430.0,Некрасовка, Липчанского,10,Некрасовка,988.2884785887554
7,24,1,40.0,10900000.0,Косино-Ухтомский,Лухмановская ,11,Лухмановская,1331.9971035219717
8,9,1,32.5,10999999.0,Донской,Севастопольский проспект,7К2,Крымская,281.7887790744181
7,33,1,34.3,10971609.0,Люблино,14.1,14.1,Братиславская,13560.398454081447
16,17,1,32.6,10926607.0,Люблино,14.2,14.2,Братиславская,13560.398454081447
8,9,1,37.04,10906000.0,Косино-Ухтомский, Николая Старостина,14,Новокосино,1794.5499824676904
5,28,1,39.5,11060000.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
2,25,1,43.66,11052529.0,Люблино,Юго-Восточный ао,к8,Братиславская,2007.084025363193
9,25,1,41.78,11057077.0,Люблино,Юго-Восточный ао,к8,Братиславская,2007.084025363193
3,23,1,32.8,11083152.0,Куркино,Куркинское шоссе,15С3,Химки,3193.712853316351
2,5,1,34.1,11027940.0,Кузьминки,Жигулевская ,4К1,Кузьминки,810.8096898322092
17,33,1,32.4,11080994.0,Люблино,14.1,14.1,Братиславская,13560.398454081447
2,9,1,39.59,11085000.0,Косино-Ухтомский, Николая Старостина,14,Новокосино,1794.5499824676904
8,9,1,31.8,11100000.0,Тимирязевский,Дмитровское шоссе,29К1,Петровско-Разумовская,725.4476065176124
24,24,1,44.0,11197000.0,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,1165.6504714244934
16,16,1,33.3,11109537.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,25050.48272068716
2,23,1,38.3,11189716.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
1,5,1,34.1,11138219.0,Кузьминки,Жигулевская ,4К2,Кузьминки,811.932589423738
18,33,1,34.6,11173447.0,Люблино,14.5,14.5,Братиславская,13560.398454081447
28,33,1,32.6,11139420.0,Люблино,14.5,14.5,Братиславская,13560.398454081447
17,17,1,32.7,11136900.0,Люблино,14.6,14.6,Братиславская,13560.398454081447
2,23,1,39.3,11178610.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
16,16,1,36.1,11215453.0,Южное Бутово,к2.4,к2.4,Бунинская аллея,25050.48272068716
5,28,1,35.1,11267100.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
7,32,1,36.0,11500000.0,Митино,Муравская ,38Бк4,Пятницкое шоссе,1515.2704449411924
16,16,1,36.1,11452935.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,25050.48272068716
3,30,1,40.5,11522250.0,Черемушки, Наметкина,10Д,Воронцовская,770.080873356815
5,28,1,36.0,11484000.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
1,12,1,34.0,11800000.0,Пресненский,Шмитовский проезд,24,Москва-Сити,982.7299262386875
12,14,1,35.6,11850000.0,Коптево,Коптевский бульвар,11А,Коптево,1106.993189590674
17,17,1,35.9,11897188.0,Люблино,14.2,14.2,Братиславская,13560.398454081447
17,17,1,34.4,11856235.0,Люблино,14.2,14.2,Братиславская,13560.398454081447
8,12,1,38.0,11990000.0,Матушкино,Зеленоград,к108,Зеленоград — Крюково,3598.0843549267206
7,17,1,38.8,11990000.0,Чертаново Северное,Варшавское шоссе,122,Южная,877.5765287854388
5,5,1,31.4,11950000.0,Пресненский,Стрельбищенский переулок,10,Москва-Сити,1196.5588876123154
24,30,1,39.1,11968661.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,25050.48272068716
4,28,1,37.7,11950900.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
10,14,1,34.0,12240102.0,Молжаниновский,Ленинградское шоссе,228к5,Химки,5868.41997146565
2,23,1,36.0,12216527.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
2,23,1,44.3,12196100.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
21,22,1,38.1,12350000.0,Южное Тушино,проезд Донелайтиса,20,Трикотажная,1664.0289658716665
4,28,1,38.6,12313400.0,Отрадное,Отрадная ,4А,Отрадное,639.4920878145541
6,23,1,42.1,12393239.0,Отрадное,Сигнальный проезд,12,Владыкино,295.7370770385554
2,16,1,48.0,12394523.0,Молжаниновский,Ленинградское шоссе,229Вк1,Новоподрезково,665.5825379315158
